Entity,Code,Day,Pfizer/BioNTech,Moderna,Oxford/AstraZeneca,Johnson&Johnson,Sputnik V,Sinopharm/Beijing,Novavax,Covaxin,Medicago,Sanofi/GSK
Argentina,ARG,12/29/20,0,0,1,0,20491,1,0,0,0,0
Argentina,ARG,12/30/20,0,0,1,0,40592,1,0,0,0,0
Argentina,ARG,12/31/20,0,0,1,0,43398,1,0,0,0,0
Argentina,ARG,01/01/21,0,0,3,0,43525,1,0,0,0,0
Argentina,ARG,01/02/21,1,0,4,0,46835,1,0,0,0,0
Argentina,ARG,01/03/21,3,0,4,0,47279,1,0,0,0,0
Argentina,ARG,01/04/21,3,0,4,0,57740,1,0,0,0,0
Argentina,ARG,01/05/21,3,0,4,0,68466,5,0,0,0,0
Argentina,ARG,01/06/21,6,0,5,0,78579,8,0,0,0,0
Argentina,ARG,01/07/21,8,0,9,0,96804,10,0,0,0,0
Argentina,ARG,01/08/21,8,0,10,0,124697,10,0,0,0,0
Argentina,ARG,01/09/21,9,0,11,0,134904,11,0,0,0,0
Argentina,ARG,01/10/21,12,0,11,0,136079,12,0,0,0,0
Argentina,ARG,01/11/21,12,0,12,0,155906,14,0,0,0,0
Argentina,ARG,01/12/21,13,0,14,0,175294,17,0,0,0,0
Argentina,ARG,01/13/21,13,1,15,0,192065,21,0,0,0,0
Argentina,ARG,01/14/21,14,1,15,0,208714,22,0,0,0,0
Argentina,ARG,01/15/21,14,1,15,0,226161,22,0,0,0,0
Argentina,ARG,01/16/21,14,1,15,0,232046,22,0,0,0,0
Argentina,ARG,01/17/21,15,1,15,0,233108,22,0,0,0,0
Argentina,ARG,01/18/21,16,1,15,0,242939,22,0,0,0,0
Argentina,ARG,01/19/21,16,1,15,0,256192,24,0,0,0,0
Argentina,ARG,01/20/21,16,1,15,0,275625,24,0,0,0,0
Argentina,ARG,01/21/21,16,1,20,0,289737,26,0,0,0,0
Argentina,ARG,01/22/21,16,1,23,0,298955,27,0,0,0,0
Argentina,ARG,01/23/21,16,1,28,0,302899,27,0,0,0,0
Argentina,ARG,01/24/21,16,1,29,0,303202,27,0,0,0,0
Argentina,ARG,01/25/21,16,1,37,0,317412,27,0,0,0,0
Argentina,ARG,01/26/21,16,1,75,0,330187,28,0,0,0,0
Argentina,ARG,01/27/21,16,1,77,0,340300,28,0,0,0,0
Argentina,ARG,01/28/21,16,1,78,0,356349,28,0,0,0,0
Argentina,ARG,01/29/21,16,1,79,0,379853,28,0,0,0,0
Argentina,ARG,01/30/21,16,1,79,0,389168,28,0,0,0,0
Argentina,ARG,01/31/21,16,1,79,0,389791,29,0,0,0,0
Argentina,ARG,02/01/21,16,1,98,0,409307,30,0,0,0,0
Argentina,ARG,02/02/21,16,1,131,0,433156,30,0,0,0,0
Argentina,ARG,02/03/21,16,1,139,0,459769,33,0,0,0,0
Argentina,ARG,02/04/21,16,2,144,0,487882,56,0,0,0,0
Argentina,ARG,02/05/21,16,2,149,0,520915,63,0,0,0,0
Argentina,ARG,02/06/21,16,2,149,0,531841,68,0,0,0,0
Argentina,ARG,02/07/21,16,2,150,0,533221,72,0,0,0,0
Argentina,ARG,02/08/21,16,2,152,0,556651,73,0,0,0,0
Argentina,ARG,02/09/21,16,3,154,0,576845,79,0,0,0,0
Argentina,ARG,02/10/21,16,3,157,0,592465,84,0,0,0,0
Argentina,ARG,02/11/21,16,3,160,0,610316,90,0,0,0,0
Argentina,ARG,02/12/21,16,3,161,0,626158,91,0,0,0,0
Argentina,ARG,02/13/21,16,3,163,0,629190,93,0,0,0,0
Argentina,ARG,02/14/21,16,3,163,0,629340,95,0,0,0,0
Argentina,ARG,02/15/21,17,3,163,0,630655,97,0,0,0,0
Argentina,ARG,02/16/21,18,3,175,0,631953,99,0,0,0,0
Argentina,ARG,02/17/21,18,3,186,0,656355,102,0,0,0,0
Argentina,ARG,02/18/21,19,3,217,0,720166,106,0,0,0,0
Argentina,ARG,02/19/21,19,3,407,0,787883,107,0,0,0,0
Argentina,ARG,02/20/21,19,3,555,0,820358,108,0,0,0,0
Argentina,ARG,02/21/21,19,3,956,0,840139,108,0,0,0,0
Argentina,ARG,02/22/21,19,3,23565,0,885126,108,0,0,0,0
Argentina,ARG,02/23/21,19,3,73775,0,921892,110,0,0,0,0
Argentina,ARG,02/24/21,19,3,135870,0,953652,113,0,0,0,0
Argentina,ARG,02/25/21,19,3,189043,0,979970,117,0,0,0,0
Argentina,ARG,02/26/21,19,3,245114,0,1005611,126,0,0,0,0
Argentina,ARG,02/27/21,19,4,258463,0,1010169,127,0,0,0,0
Argentina,ARG,02/28/21,19,4,263815,0,1010946,128,0,0,0,0
Argentina,ARG,03/01/21,19,4,317150,0,1031494,830,0,0,0,0
Argentina,ARG,03/02/21,19,4,368797,0,1050525,5795,0,0,0,0
Argentina,ARG,03/03/21,19,4,404794,0,1068217,23631,0,0,0,0
Argentina,ARG,03/04/21,19,4,430521,0,1090282,87940,0,0,0,0
Argentina,ARG,03/05/21,19,4,454820,0,1111228,154459,0,0,0,0
Argentina,ARG,03/06/21,19,4,462738,0,1115831,196887,0,0,0,0
Argentina,ARG,03/07/21,19,4,467714,0,1116208,203332,0,0,0,0
Argentina,ARG,03/08/21,20,4,499296,0,1134192,256284,0,0,0,0
Argentina,ARG,03/09/21,20,4,515642,0,1170555,319402,0,0,0,0
Argentina,ARG,03/10/21,20,4,527731,0,1223732,418152,0,0,0,0
Argentina,ARG,03/11/21,20,4,537676,0,1315805,503047,0,0,0,0
Argentina,ARG,03/12/21,20,4,545200,0,1408826,564198,0,0,0,0
Argentina,ARG,03/13/21,20,4,548179,0,1441739,574704,0,0,0,0
Argentina,ARG,03/14/21,20,4,548228,0,1444206,581362,0,0,0,0
Argentina,ARG,03/15/21,20,4,554652,0,1534806,621986,0,0,0,0
Argentina,ARG,03/16/21,20,4,557779,0,1630765,656665,0,0,0,0
Argentina,ARG,03/17/21,20,4,560492,0,1744694,679645,0,0,0,0
Argentina,ARG,03/18/21,20,6,562179,0,1859836,701797,0,0,0,0
Argentina,ARG,03/19/21,21,6,564028,0,1960599,725404,0,0,0,0
Argentina,ARG,03/20/21,21,6,564370,0,2007206,729343,0,0,0,0
Argentina,ARG,03/21/21,21,6,564393,0,2026467,729692,0,0,0,0
Argentina,ARG,03/22/21,21,6,565865,0,2090678,747094,0,0,0,0
Argentina,ARG,03/23/21,21,6,570555,0,2178933,760654,0,0,0,0
Argentina,ARG,03/24/21,21,6,571833,0,2211983,763796,0,0,0,0
Argentina,ARG,03/25/21,21,6,573187,0,2302937,774701,0,0,0,0
Argentina,ARG,03/26/21,21,6,575843,0,2384693,783878,0,0,0,0
Argentina,ARG,03/27/21,21,7,576737,0,2436598,786186,0,0,0,0
Argentina,ARG,03/28/21,23,7,577644,0,2456049,786661,0,0,0,0
Argentina,ARG,03/29/21,24,7,581236,0,2561170,798168,0,0,0,0
Argentina,ARG,03/30/21,25,7,584119,0,2710850,808668,0,0,0,0
Argentina,ARG,03/31/21,25,7,604067,0,2853881,820684,0,0,0,0
Argentina,ARG,04/01/21,25,7,629642,0,2941708,824447,0,0,0,0
Argentina,ARG,04/02/21,25,7,642466,0,2994729,826769,0,0,0,0
Argentina,ARG,04/03/21,25,7,661109,0,3049477,827860,0,0,0,0
Argentina,ARG,04/04/21,25,8,675506,0,3081912,829524,0,0,0,0
Argentina,ARG,04/05/21,25,8,709341,0,3184971,858657,0,0,0,0
Argentina,ARG,04/06/21,25,8,735805,0,3277393,933813,0,0,0,0
Argentina,ARG,04/07/21,25,8,766045,0,3367302,1052133,0,0,0,0
Argentina,ARG,04/08/21,28,8,790142,0,3448899,1182441,0,0,0,0
Argentina,ARG,04/09/21,28,8,808497,0,3523388,1330032,0,0,0,0
Argentina,ARG,04/10/21,28,8,813315,0,3557534,1384026,0,0,0,0
Argentina,ARG,04/11/21,28,8,814181,0,3572129,1416883,0,0,0,0
Argentina,ARG,04/12/21,28,8,824097,0,3648696,1512246,0,0,0,0
Argentina,ARG,04/13/21,28,9,832443,0,3743962,1594740,0,0,0,0
Argentina,ARG,04/14/21,29,9,838887,0,3841853,1662126,0,0,0,0
Argentina,ARG,04/15/21,29,9,843087,0,3937603,1713312,0,0,0,0
Argentina,ARG,04/16/21,29,9,846372,0,4011953,1759427,0,0,0,0
Argentina,ARG,04/17/21,29,9,847265,0,4040667,1775544,0,0,0,0
Argentina,ARG,04/18/21,29,9,848540,0,4057036,1777807,0,0,0,0
Argentina,ARG,04/19/21,30,9,863939,0,4107179,1802774,0,0,0,0
Argentina,ARG,04/20/21,30,9,916479,0,4153354,1826817,0,0,0,0
Argentina,ARG,04/21/21,30,10,1036769,0,4185844,1848037,0,0,0,0
Argentina,ARG,04/22/21,30,10,1154098,0,4231186,1863604,0,0,0,0
Argentina,ARG,04/23/21,30,10,1272437,0,4293345,1877706,0,0,0,0
Argentina,ARG,04/24/21,30,10,1326301,0,4330149,1879278,0,0,0,0
Argentina,ARG,04/25/21,30,10,1358761,0,4346637,1879653,0,0,0,0
Argentina,ARG,04/26/21,31,10,1431877,0,4438111,1887222,0,0,0,0
Argentina,ARG,04/27/21,32,10,1491007,0,4525399,1894582,0,0,0,0
Argentina,ARG,04/28/21,33,10,1543165,0,4604330,1922546,0,0,0,0
Argentina,ARG,04/29/21,33,10,1581928,0,4681777,1962678,0,0,0,0
Argentina,ARG,04/30/21,33,10,1612484,0,4730038,1998848,0,0,0,0
Argentina,ARG,05/01/21,33,10,1617748,0,4741374,2002561,0,0,0,0
Argentina,ARG,05/02/21,33,10,1624341,0,4760829,2016693,0,0,0,0
Argentina,ARG,05/03/21,34,10,1647964,0,4837986,2090671,0,0,0,0
Argentina,ARG,05/04/21,34,10,1671577,0,4952359,2184780,0,0,0,0
Argentina,ARG,05/05/21,34,10,1696503,0,5093900,2263378,0,0,0,0
Argentina,ARG,05/06/21,35,10,1714342,0,5214308,2328022,0,0,0,0
Argentina,ARG,05/07/21,35,10,1728305,0,5309640,2424147,0,0,0,0
Argentina,ARG,05/08/21,35,10,1732364,0,5338250,2465769,0,0,0,0
Argentina,ARG,05/09/21,35,10,1734104,0,5351709,2469268,0,0,0,0
Argentina,ARG,05/10/21,35,10,1744031,0,5419325,2533447,0,0,0,0
Argentina,ARG,05/11/21,36,11,1752309,0,5486697,2598300,0,0,0,0
Argentina,ARG,05/12/21,36,12,1758093,0,5539199,2737678,0,0,0,0
Argentina,ARG,05/13/21,36,12,1763795,0,5576960,2886409,0,0,0,0
Argentina,ARG,05/14/21,36,12,1773007,0,5615951,3034776,0,0,0,0
Argentina,ARG,05/15/21,36,12,1776090,0,5657529,3085227,0,0,0,0
Argentina,ARG,05/16/21,36,12,1777565,0,5680352,3128537,0,0,0,0
Argentina,ARG,05/17/21,37,12,1784873,0,5764278,3224292,0,0,0,0
Argentina,ARG,05/18/21,37,12,1794668,0,5907829,3269240,0,0,0,0
Argentina,ARG,05/19/21,38,12,1802025,0,6034900,3302596,0,0,0,0
Argentina,ARG,05/20/21,38,12,1812536,0,6171761,3337880,0,0,0,0
Argentina,ARG,05/21/21,38,12,1821744,0,6261644,3416105,0,0,0,0
Argentina,ARG,05/22/21,38,12,1823270,0,6316584,3460104,0,0,0,0
Argentina,ARG,05/23/21,38,12,1823688,0,6338564,3482984,0,0,0,0
Argentina,ARG,05/24/21,39,12,1824871,0,6406277,3502476,0,0,0,0
Argentina,ARG,05/25/21,39,12,1846954,0,6444448,3505657,0,0,0,0
Argentina,ARG,05/26/21,39,12,1873832,0,6537139,3539245,0,0,0,0
Argentina,ARG,05/27/21,39,12,1919310,0,6627874,3572504,0,0,0,0
Argentina,ARG,05/28/21,39,12,2011693,0,6752741,3601419,0,0,0,0
Argentina,ARG,05/29/21,40,12,2121639,0,6860423,3611326,0,0,0,0
Argentina,ARG,05/30/21,40,12,2180793,0,6928537,3612949,0,0,0,0
Argentina,ARG,05/31/21,40,12,2308020,0,7083506,3629854,0,0,0,0
Argentina,ARG,06/01/21,40,12,2457119,0,7235835,3643414,0,0,0,0
Argentina,ARG,06/02/21,40,12,2620703,0,7368546,3656562,0,0,0,0
Argentina,ARG,06/03/21,40,12,2843654,0,7483111,3668783,0,0,0,0
Argentina,ARG,06/04/21,40,12,3148786,0,7570399,3684647,0,0,0,0
Argentina,ARG,06/05/21,40,12,3426566,0,7614813,3689328,0,0,0,0
Argentina,ARG,06/06/21,40,12,3614487,0,7642257,3691363,0,0,0,0
Argentina,ARG,06/07/21,40,12,3894009,0,7706655,3700733,0,0,0,0
Argentina,ARG,06/08/21,40,12,4171502,0,7791037,3708850,0,0,0,0
Argentina,ARG,06/09/21,41,13,4430581,0,7897585,3715648,0,0,0,0
Argentina,ARG,06/10/21,41,14,4654522,0,8002729,3721704,0,0,0,0
Argentina,ARG,06/11/21,41,14,4838745,0,8174638,3732444,0,0,0,0
Argentina,ARG,06/12/21,41,14,4904772,0,8281685,3744529,0,0,0,0
Argentina,ARG,06/13/21,41,14,4949432,0,8317894,3746355,0,0,0,0
Argentina,ARG,06/14/21,41,14,5076377,0,8418423,3756993,0,0,0,0
Argentina,ARG,06/15/21,42,14,5205743,0,8541185,3762779,0,0,0,0
Argentina,ARG,06/16/21,42,14,5391516,0,8637802,3767593,0,0,0,0
Argentina,ARG,06/17/21,42,15,5620685,0,8716768,3773922,0,0,0,0
Argentina,ARG,06/18/21,45,16,5945486,0,8785457,3779823,0,0,0,0
Argentina,ARG,06/19/21,45,16,6132039,0,8828966,3782394,0,0,0,0
Argentina,ARG,06/20/21,45,16,6209998,0,8849933,3782691,0,0,0,0
Argentina,ARG,06/21/21,46,16,6348327,0,8880044,3783990,0,0,0,0
Argentina,ARG,06/22/21,47,16,6575902,0,8934504,3789940,0,0,0,0
Argentina,ARG,06/23/21,47,16,6769757,0,8979506,3814290,0,0,0,0
Argentina,ARG,06/24/21,47,16,6944916,0,9035756,3887459,0,0,0,0
Argentina,ARG,06/25/21,49,17,7164569,0,9083100,3997338,0,0,0,0
Argentina,ARG,06/26/21,49,17,7357838,0,9114374,4089153,0,0,0,0
Argentina,ARG,06/27/21,49,17,7457094,0,9133531,4147024,0,0,0,0
Argentina,ARG,06/28/21,49,17,7622911,0,9161376,4326503,0,0,0,0
Argentina,ARG,06/29/21,49,17,7800512,0,9185426,4499387,0,0,0,0
Argentina,ARG,06/30/21,50,17,8007989,0,9203111,4650084,0,0,0,0
Argentina,ARG,07/01/21,50,17,8321564,0,9218896,4753076,0,0,0,0
Argentina,ARG,07/02/21,50,17,8589105,0,9254120,4866044,0,0,0,0
Argentina,ARG,07/03/21,52,17,8753005,0,9353736,4939243,0,0,0,0
Argentina,ARG,07/04/21,53,17,8868968,0,9377138,4996441,0,0,0,0
Argentina,ARG,07/05/21,53,17,9129169,0,9466832,5056557,0,0,0,0
Argentina,ARG,07/06/21,54,17,9365984,0,9585221,5118365,0,0,0,0
Argentina,ARG,07/07/21,54,17,9592938,0,9715823,5165342,0,0,0,0
Argentina,ARG,07/08/21,54,18,9725498,0,9885446,5273803,0,0,0,0
Argentina,ARG,07/09/21,54,20,9788725,0,10067838,5385865,0,0,0,0
Argentina,ARG,07/10/21,54,24,9860606,0,10168365,5545468,0,0,0,0
Argentina,ARG,07/11/21,54,26,9912166,0,10217493,5610335,0,0,0,0
Argentina,ARG,07/12/21,54,26,9999898,0,10339322,5788081,0,0,0,0
Argentina,ARG,07/13/21,55,26,10079792,0,10482049,5959163,0,0,0,0
Argentina,ARG,07/14/21,56,26,10148800,0,10611003,6159677,0,0,0,0
Argentina,ARG,07/15/21,57,26,10210915,0,10734158,6374493,0,0,0,0
Argentina,ARG,07/16/21,57,26,10263795,0,10877733,6634506,0,0,0,0
Argentina,ARG,07/17/21,57,26,10304186,0,10985609,6808937,0,0,0,0
Argentina,ARG,07/18/21,57,26,10346407,0,11023954,6896639,0,0,0,0
Argentina,ARG,07/19/21,58,27,10427703,0,11095324,7162849,0,0,0,0
Argentina,ARG,07/20/21,58,39,10496729,0,11282034,7355876,0,0,0,0
Argentina,ARG,07/21/21,58,46,10563395,0,11371127,7620229,0,0,0,0
Argentina,ARG,07/22/21,58,48,10625083,0,11413515,7904574,0,0,0,0
Argentina,ARG,07/23/21,58,51,10699907,0,11440465,8211659,0,0,0,0
Argentina,ARG,07/24/21,58,53,10760854,0,11457643,8371230,0,0,0,0
Argentina,ARG,07/25/21,58,70,10772480,0,11466400,8484756,0,0,0,0
Argentina,ARG,07/26/21,58,74,10876096,0,11493277,8762062,0,0,0,0
Argentina,ARG,07/27/21,58,101,11046755,0,11508651,9004409,0,0,0,0
Argentina,ARG,07/28/21,58,133,11206134,0,11524268,9289601,0,0,0,0
Argentina,ARG,07/29/21,58,148,11325009,0,11540476,9579690,0,0,0,0
Argentina,ARG,07/30/21,58,283,11436759,0,11554645,9880875,0,0,0,0
Argentina,ARG,07/31/21,58,1975,11498414,0,11562131,10084943,0,0,0,0
Argentina,ARG,08/01/21,59,2252,11527849,0,11568549,10216270,0,0,0,0
Argentina,ARG,08/02/21,60,5953,11615985,0,11580769,10529588,0,0,0,0
Argentina,ARG,08/03/21,60,55652,11749854,0,11592838,10742259,0,0,0,0
Argentina,ARG,08/04/21,60,77210,11892572,0,11605303,10983165,0,0,0,0
Argentina,ARG,08/05/21,60,95913,12061092,0,11619581,11212292,0,0,0,0
Argentina,ARG,08/06/21,61,117105,12216175,0,11627117,11442689,0,0,0,0
Argentina,ARG,08/07/21,62,158864,12298156,0,11632768,11591606,0,0,0,0
Argentina,ARG,08/08/21,63,197915,12320588,0,11636070,11688596,0,0,0,0
Argentina,ARG,08/09/21,64,368826,12436443,0,11646482,11782670,0,0,0,0
Argentina,ARG,08/10/21,64,533446,12545694,0,11655264,11870721,0,0,0,0
Argentina,ARG,08/11/21,65,714259,12686235,0,11664826,11952740,0,0,0,0
Argentina,ARG,08/12/21,67,851753,12823525,0,11689749,12045721,0,0,0,0
Argentina,ARG,08/13/21,67,957740,12945249,0,11783198,12141563,0,0,0,0
Argentina,ARG,08/14/21,67,1034183,13034381,0,11839160,12176725,0,0,0,0
Argentina,ARG,08/15/21,67,1072949,13122103,0,11860860,12191275,0,0,0,0
Argentina,ARG,08/16/21,67,1148400,13150813,0,11930199,12208895,0,0,0,0
Argentina,ARG,08/17/21,68,1309396,13217690,0,12069778,12281381,0,0,0,0
Argentina,ARG,08/18/21,68,1468696,13291841,0,12193575,12359633,0,0,0,0
Argentina,ARG,08/19/21,68,1576778,13404826,0,12334228,12424216,0,0,0,0
Argentina,ARG,08/20/21,69,1655163,13555778,0,12478565,12487429,0,0,0,0
Argentina,ARG,08/21/21,69,1678236,13681544,0,12552760,12521773,0,0,0,0
Argentina,ARG,08/22/21,70,1690104,13768665,0,12583209,12562447,0,0,0,0
Argentina,ARG,08/23/21,70,1731311,13899623,0,12677633,12704692,0,0,0,0
Argentina,ARG,08/24/21,70,1768793,14047662,0,12752865,12893147,0,0,0,0
Argentina,ARG,08/25/21,71,1798643,14210506,0,12809048,13071049,0,0,0,0
Argentina,ARG,08/26/21,72,1869205,14360588,0,12862525,13239888,0,0,0,0
Argentina,ARG,08/27/21,72,1927895,14506715,0,12907010,13458555,0,0,0,0
Argentina,ARG,08/28/21,72,1965253,14560420,0,12928601,13589706,0,0,0,0
Argentina,ARG,08/29/21,72,1985250,14593961,0,12961112,13672631,0,0,0,0
Argentina,ARG,08/30/21,73,2034521,14716678,0,13047187,13832845,0,0,0,0
Argentina,ARG,08/31/21,73,2101141,14837930,0,13182955,13970645,0,0,0,0
Argentina,ARG,09/01/21,73,2174180,14948815,0,13303418,14122538,0,0,0,0
Argentina,ARG,09/02/21,73,2237637,15029535,0,13410197,14320106,0,0,0,0
Argentina,ARG,09/03/21,73,2299927,15110800,0,13503530,14518289,0,0,0,0
Argentina,ARG,09/04/21,73,2336412,15169723,0,13571822,14650901,0,0,0,0
Argentina,ARG,09/05/21,73,2353872,15230953,0,13613598,14727387,0,0,0,0
Argentina,ARG,09/06/21,73,2406868,15394253,0,13693250,14873527,0,0,0,0
Argentina,ARG,09/07/21,73,2457451,15578889,0,13777002,15018636,0,0,0,0
Argentina,ARG,09/08/21,74,2497334,15720194,0,13852312,15136277,0,0,0,0
Argentina,ARG,09/09/21,75,2531392,15858420,0,13944919,15269595,0,0,0,0
Argentina,ARG,09/10/21,75,2565896,15949684,0,14017983,15413770,0,0,0,0
Argentina,ARG,09/11/21,76,2577983,16071308,0,14047885,15448779,0,0,0,0
Argentina,ARG,09/12/21,78,2578903,16075556,0,14048788,15452151,0,0,0,0
Argentina,ARG,09/13/21,79,2603536,16242455,0,14087058,15511127,0,0,0,0
Argentina,ARG,09/14/21,212,2650989,16368328,0,14131782,15571674,0,0,0,0
Argentina,ARG,09/15/21,280,2690209,16414735,0,14321226,15626085,0,0,0,0
Argentina,ARG,09/16/21,4952,2720344,16594796,0,14416980,15675720,0,0,0,0
Argentina,ARG,09/17/21,10110,2741223,16708155,0,14539815,15768740,0,0,0,0
Argentina,ARG,09/18/21,18493,2755223,16735343,0,14666566,15813418,0,0,0,0
Argentina,ARG,09/19/21,19493,2774026,16805364,0,14682764,15845141,0,0,0,0
Argentina,ARG,09/20/21,21903,2793933,16856201,0,14899148,15899465,0,0,0,0
Argentina,ARG,09/21/21,23188,2804606,16892436,0,15088415,15969238,0,0,0,0
Argentina,ARG,09/22/21,26351,2833326,17049640,0,15144153,16050046,0,0,0,0
Argentina,ARG,09/23/21,103883,2913089,17086356,0,15185725,16122716,0,0,0,0
Argentina,ARG,09/24/21,128940,2933490,17211247,0,15218776,16176536,0,0,0,0
Argentina,ARG,09/25/21,135444,2941097,17235103,0,15239093,16244054,0,0,0,0
Argentina,ARG,09/26/21,136776,2946011,17275519,0,15245468,16278475,0,0,0,0
Argentina,ARG,09/27/21,144149,2969383,17380040,0,15283560,16382292,0,0,0,0
Argentina,ARG,09/28/21,151382,2993279,17480955,0,15345287,16484363,0,0,0,0
Argentina,ARG,09/29/21,161074,3014891,17552195,0,15410168,16568787,0,0,0,0
Argentina,ARG,09/30/21,187561,3032673,17632413,0,15538191,16649952,0,0,0,0
Argentina,ARG,10/01/21,209576,3049887,17774456,0,15609861,16697757,0,0,0,0
Argentina,ARG,10/02/21,218078,3055306,17875844,0,15652223,16718131,0,0,0,0
Argentina,ARG,10/03/21,224250,3058769,17942232,0,15677353,16725410,0,0,0,0
Argentina,ARG,10/04/21,240297,3072362,18001400,0,15732726,16808746,0,0,0,0
Argentina,ARG,10/05/21,304000,3088624,18065598,0,15812472,16848140,0,0,0,0
Argentina,ARG,10/06/21,328258,3100231,18150049,0,15895870,16888449,0,0,0,0
Argentina,ARG,10/07/21,372867,3130491,18250144,0,15946974,16924663,0,0,0,0
Argentina,ARG,10/08/21,387852,3136049,18301376,0,15981990,16938414,0,0,0,0
Argentina,ARG,10/09/21,391744,3141334,18343438,0,16024883,16959503,0,0,0,0
Argentina,ARG,10/10/21,394084,3143891,18367929,0,16053991,16979620,0,0,0,0
Argentina,ARG,10/11/21,397972,3147328,18389470,0,16071715,17009302,0,0,0,0
Argentina,ARG,10/12/21,434128,3189198,18430703,0,16126340,17180701,0,0,0,0
Argentina,ARG,10/13/21,480817,3203805,18469602,0,16185921,17398963,0,0,0,0
Argentina,ARG,10/14/21,554099,3212676,18511541,0,16280791,17602422,0,0,0,0
Argentina,ARG,10/15/21,644147,3221612,18547229,0,16389390,17783176,0,0,0,0
Argentina,ARG,10/16/21,743169,3226397,18561419,0,16469862,17837969,0,0,0,0
Argentina,ARG,10/17/21,784786,3229010,18566181,0,16509129,17853333,0,0,0,0
Argentina,ARG,10/18/21,999241,3241140,18592464,0,16560120,17970875,0,0,0,0
Argentina,ARG,10/19/21,1186865,3249512,18625801,0,16614355,18109041,0,0,0,0
Argentina,ARG,10/20/21,1363836,3257555,18658426,0,16664281,18254070,0,0,0,0
Argentina,ARG,10/21/21,1506489,3297933,18692495,0,16705630,18412997,0,0,0,0
Argentina,ARG,10/22/21,1615408,3317547,18723861,0,16749979,18670666,0,0,0,0
Argentina,ARG,10/23/21,1653775,3323380,18738935,0,16779058,18798763,0,0,0,0
Argentina,ARG,10/24/21,1667642,3325069,18745755,0,16791013,18910286,0,0,0,0
Argentina,ARG,10/25/21,1740292,3334409,18786283,0,16846996,19095400,0,0,0,0
Argentina,ARG,10/26/21,1901602,3342351,18816330,0,16901360,19249432,0,0,0,0
Argentina,ARG,10/27/21,1982134,3350429,18848209,0,16944774,19412453,0,0,0,0
Argentina,ARG,10/28/21,2073323,3365354,18892352,0,16989051,19569329,0,0,0,0
Argentina,ARG,10/29/21,2142322,3379356,18944398,0,17032625,19714284,0,0,0,0
Argentina,ARG,10/30/21,2169996,3382572,18973862,0,17051647,19764294,0,0,0,0
Argentina,ARG,10/31/21,2203732,3384958,18987057,0,17062190,19854479,0,0,0,0
Argentina,ARG,11/01/21,2282199,3392665,19039473,0,17101236,19974530,0,0,0,0
Argentina,ARG,11/02/21,2349244,3404865,19105819,0,17127373,20122307,0,0,0,0
Argentina,ARG,11/03/21,2410179,3412588,19170762,0,17152735,20312346,0,0,0,0
Argentina,ARG,11/04/21,2474489,3420394,19223398,0,17178593,20520165,0,0,0,0
Argentina,ARG,11/05/21,2537916,3426188,19291891,0,17201702,20669529,0,0,0,0
Argentina,ARG,11/06/21,2596312,3429800,19322932,0,17211466,20733399,0,0,0,0
Argentina,ARG,11/07/21,2643535,3430904,19342325,0,17216989,20787921,0,0,0,0
Argentina,ARG,11/08/21,2703604,3434934,19402935,0,17236998,20892525,0,0,0,0
Argentina,ARG,11/09/21,2778203,3446680,19476183,0,17259431,21062227,0,0,0,0
Argentina,ARG,11/10/21,2844063,3452263,19646419,0,17278796,21170143,0,0,0,0
Argentina,ARG,11/11/21,2907193,3457446,19825071,0,17300119,21284083,0,0,0,0
Argentina,ARG,11/12/21,2989426,3463412,19984753,0,17321556,21410197,0,0,0,0
Argentina,ARG,11/13/21,3020613,3466255,20081239,0,17332403,21458391,0,0,0,0
Argentina,ARG,11/14/21,3022172,3466534,20083555,0,17332973,21463363,0,0,0,0
Argentina,ARG,11/15/21,3144343,3475958,20173998,0,17350243,21561310,0,0,0,0
Argentina,ARG,11/16/21,3270209,3482732,20268766,0,17371744,21689897,0,0,0,0
Argentina,ARG,11/17/21,3394350,3487794,20363127,0,17389292,21815457,0,0,0,0
Argentina,ARG,11/18/21,3492113,3493328,20455770,0,17404582,21965018,0,0,0,0
Argentina,ARG,11/19/21,3556802,3498645,20544061,0,17422301,22178755,0,0,0,0
Argentina,ARG,11/20/21,3582667,3500874,20599269,0,17429477,22262193,0,0,0,0
Argentina,ARG,11/21/21,3592755,3501667,20625752,0,17432494,22315185,0,0,0,0
Argentina,ARG,11/22/21,3612561,3502726,20655014,0,17436795,22368282,0,0,0,0
Argentina,ARG,11/23/21,3691628,3506566,20745017,0,17452050,22516531,0,0,0,0
Argentina,ARG,11/24/21,3765875,3511077,20841805,0,17469585,22670972,0,0,0,0
Argentina,ARG,11/25/21,3838433,3514877,20939169,0,17486557,22800672,0,0,0,0
Argentina,ARG,11/26/21,3909586,3520819,21044536,0,17503850,22933371,0,0,0,0
Argentina,ARG,11/27/21,3938244,3525330,21096146,0,17512483,22996904,0,0,0,0
Argentina,ARG,11/28/21,3953637,3527873,21123246,0,17516741,23037050,0,0,0,0
Argentina,ARG,11/29/21,4010886,3534456,21244667,0,17538367,23187513,0,0,0,0
Argentina,ARG,11/30/21,4082835,3543758,21373622,0,17564133,23322085,0,0,0,0
Argentina,ARG,12/01/21,4146350,3544212,21541284,0,17587704,23446523,0,0,0,0
Argentina,ARG,12/02/21,4216297,3544375,21695373,0,17613056,23592610,0,0,0,0
