Entity,Code,Day,Pfizer/BioNTech,Moderna,Oxford/AstraZeneca,Johnson&Johnson,Sputnik V,Sinopharm/Beijing,Novavax,Covaxin,Medicago,Sanofi/GSK
Belgium,BEL,08/19/22,18191930,4297291,2849245,428297,0,0,351,0,0,0
Belgium,BEL,08/26/22,18205519,4300464,2849245,428322,0,0,355,0,0,0
Belgium,BEL,09/02/22,18215449,4304873,2849245,428339,0,0,358,0,0,0
Belgium,BEL,09/09/22,18233123,4312209,2849245,428345,0,0,359,0,0,0
Belgium,BEL,09/16/22,18795020,4318685,2849247,428362,0,0,360,0,0,0
Belgium,BEL,09/23/22,19415546,4343477,2849247,428396,0,0,360,0,0,0
Belgium,BEL,09/30/22,20022781,4365484,2849247,428421,0,0,360,0,0,0
Belgium,BEL,10/07/22,20552240,4379136,2849247,428435,0,0,361,0,0,0
Belgium,BEL,10/14/22,21018305,4382731,2849250,428462,0,0,369,0,0,0
Belgium,BEL,10/21/22,21363665,4385248,2849250,428472,0,0,371,0,0,0
Belgium,BEL,10/28/22,21632418,4386679,2849251,428490,0,0,382,0,0,0
Belgium,BEL,11/04/22,21700655,4386739,2849251,428495,0,0,386,0,0,0
Belgium,BEL,11/11/22,21757780,4387041,2849251,428503,0,0,387,0,0,0
Belgium,BEL,11/18/22,21803218,4387155,2849251,428511,0,0,389,0,0,0
Belgium,BEL,11/25/22,21828325,4387326,2849252,428525,0,0,391,0,0,0
Belgium,BEL,12/02/22,21851216,4387420,2849252,428532,0,0,393,0,0,0
Belgium,BEL,12/09/22,21870859,4387538,2849252,428536,0,0,393,0,0,0
Belgium,BEL,12/16/22,21886990,4387675,2849252,428538,0,0,395,0,0,0
Belgium,BEL,12/23/22,21899377,4387719,2849252,428546,0,0,396,0,0,0
Belgium,BEL,12/30/22,21904416,4387727,2849252,428547,0,0,396,0,0,0
Belgium,BEL,01/06/23,21910151,4387753,2849252,428551,0,0,397,0,0,0
Belgium,BEL,01/13/23,21918908,4388009,2849252,428556,0,0,400,0,0,0
Belgium,BEL,01/20/23,21924728,4388717,2849252,428561,0,0,403,0,0,0
Belgium,BEL,01/27/23,21928974,4389106,2849252,428566,0,0,405,0,0,0
Belgium,BEL,02/03/23,21931926,4389273,2849252,428567,0,0,405,0,0,0
Belgium,BEL,02/10/23,21934100,4389294,2849252,428567,0,0,405,0,0,0
Belgium,BEL,02/17/23,21935852,4389322,2849252,428570,0,0,405,0,0,0
Bulgaria,BGR,01/01/21,0,0,0,0,0,0,0,0,0,0
Bulgaria,BGR,01/08/21,13473,0,0,0,0,0,0,0,0,0
Bulgaria,BGR,01/15/21,17962,491,0,0,0,0,0,0,0,0
Bulgaria,BGR,01/22/21,25300,843,0,0,0,0,0,0,0,0
Bulgaria,BGR,01/29/21,40072,1053,0,0,0,0,0,0,0,0
Bulgaria,BGR,02/05/21,54821,2207,10,0,0,0,0,0,0,0
Bulgaria,BGR,02/12/21,70020,3333,2035,0,0,0,0,0,0,0
Bulgaria,BGR,02/19/21,83960,6446,28947,0,0,0,0,0,0,0
Bulgaria,BGR,02/26/21,104340,10475,97630,0,0,0,0,0,0,0
Bulgaria,BGR,03/05/21,129880,14820,143932,0,0,0,0,0,0,0
Bulgaria,BGR,03/12/21,147683,16988,174209,0,0,0,0,0,0,0
Bulgaria,BGR,03/19/21,168956,20921,179029,0,0,0,0,0,0,0
Bulgaria,BGR,03/26/21,195704,34004,206835,0,0,0,0,0,0,0
Bulgaria,BGR,04/02/21,228583,44809,230180,0,0,0,0,0,0,0
Bulgaria,BGR,04/09/21,275118,59160,238387,0,0,0,0,0,0,0
Bulgaria,BGR,04/16/21,322422,74318,241707,0,0,0,0,0,0,0
Bulgaria,BGR,04/23/21,382650,93241,247383,0,0,0,0,0,0,0
Bulgaria,BGR,04/30/21,452036,108865,263756,0,0,0,0,0,0,0
Bulgaria,BGR,05/07/21,514960,122688,300451,0,0,0,0,0,0,0
Bulgaria,BGR,05/14/21,606439,145571,364379,398,0,0,0,0,0,0
Bulgaria,BGR,05/21/21,690983,165767,401422,2629,0,0,0,0,0,0
Bulgaria,BGR,05/28/21,754371,181502,411232,6276,0,0,0,0,0,0
Bulgaria,BGR,06/04/21,827459,190457,435357,11142,0,0,0,0,0,0
Bulgaria,BGR,06/11/21,898535,202790,457905,17995,0,0,0,0,0,0
Bulgaria,BGR,06/18/21,950161,216449,467883,25960,0,0,0,0,0,0
Bulgaria,BGR,06/25/21,998035,225764,471006,33133,0,0,0,0,0,0
Bulgaria,BGR,07/02/21,1044469,234086,472878,40028,0,0,0,0,0,0
Bulgaria,BGR,07/09/21,1088638,241903,474041,48458,0,0,0,0,0,0
Bulgaria,BGR,07/16/21,1131157,248001,474833,58464,0,0,0,0,0,0
Bulgaria,BGR,07/23/21,1171960,252810,475741,68142,0,0,0,0,0,0
Bulgaria,BGR,07/30/21,1217883,258129,476392,78474,0,0,0,0,0,0
Bulgaria,BGR,08/06/21,1263566,263950,476722,89994,0,0,0,0,0,0
Bulgaria,BGR,08/13/21,1306415,269401,477047,102584,0,0,0,0,0,0
Bulgaria,BGR,08/20/21,1350586,274759,477386,116879,0,0,0,0,0,0
Bulgaria,BGR,08/27/21,1398289,280393,477682,133038,0,0,0,0,0,0
Bulgaria,BGR,09/03/21,1441597,286004,477848,149801,0,0,0,0,0,0
Bulgaria,BGR,09/10/21,1477403,290475,477914,162922,0,0,0,0,0,0
Bulgaria,BGR,09/17/21,1515275,295088,478043,176011,0,0,0,0,0,0
Bulgaria,BGR,09/24/21,1546525,298771,478135,185898,0,0,0,0,0,0
Bulgaria,BGR,10/01/21,1574515,302454,478283,195813,0,0,0,0,0,0
Bulgaria,BGR,10/08/21,1602024,305331,478322,203836,0,0,0,0,0,0
Bulgaria,BGR,10/15/21,1628450,308556,478357,213953,0,0,0,0,0,0
Bulgaria,BGR,10/22/21,1680407,315021,478410,255378,0,0,0,0,0,0
Bulgaria,BGR,10/29/21,1745754,324072,478474,312759,0,0,0,0,0,0
Bulgaria,BGR,11/05/21,1802357,332428,478474,353234,0,0,0,0,0,0
Bulgaria,BGR,11/12/21,1873402,340090,478474,379027,0,0,0,0,0,0
Bulgaria,BGR,11/19/21,1959107,350165,478474,399308,0,0,0,0,0,0
Bulgaria,BGR,11/26/21,2037336,363268,478474,417244,0,0,0,0,0,0
Bulgaria,BGR,12/03/21,2116155,376850,478474,430658,0,0,0,0,0,0
Bulgaria,BGR,12/10/21,2187827,388824,478474,441050,0,0,0,0,0,0
Bulgaria,BGR,12/17/21,2260115,400862,478474,450804,0,0,0,0,0,0
Bulgaria,BGR,12/24/21,2310809,408650,478474,460037,0,0,0,0,0,0
Bulgaria,BGR,12/31/21,2344709,414300,478474,465771,0,0,0,0,0,0
Bulgaria,BGR,01/07/22,2466514,435287,478474,474859,0,0,0,0,0,0
Bulgaria,BGR,01/14/22,2587281,455844,478487,483911,0,0,0,0,0,0
Bulgaria,BGR,01/21/22,2658996,467316,478497,491097,0,0,0,0,0,0
Bulgaria,BGR,01/28/22,2708688,473069,478506,495847,0,0,0,0,0,0
Bulgaria,BGR,02/04/22,2748000,478158,478514,499873,0,0,0,0,0,0
Bulgaria,BGR,02/11/22,2780245,482349,478515,503015,0,0,0,0,0,0
Bulgaria,BGR,02/18/22,2803039,485755,478521,505783,0,0,0,0,0,0
Bulgaria,BGR,02/25/22,2821950,487978,478540,507940,0,0,0,0,0,0
Bulgaria,BGR,03/04/22,2832387,489241,478540,509151,0,0,0,0,0,0
Bulgaria,BGR,03/11/22,2842794,490516,478540,510369,0,0,0,0,0,0
Bulgaria,BGR,03/18/22,2852218,491663,478541,511702,0,0,0,0,0,0
Bulgaria,BGR,03/25/22,2860086,492733,478541,512657,0,0,0,0,0,0
Bulgaria,BGR,04/01/22,2866929,493580,478541,513640,0,0,0,0,0,0
Bulgaria,BGR,04/08/22,2873558,494428,478541,514556,0,0,0,0,0,0
Bulgaria,BGR,04/15/22,2880310,495290,478546,515710,0,0,0,0,0,0
Bulgaria,BGR,04/22/22,2884807,495639,478547,516452,0,0,0,0,0,0
Bulgaria,BGR,04/29/22,2889736,496060,478547,517267,0,0,0,0,0,0
Bulgaria,BGR,05/06/22,2892522,496312,478547,517842,0,0,0,0,0,0
Bulgaria,BGR,05/13/22,2896467,496724,478547,518512,0,0,0,0,0,0
Bulgaria,BGR,05/20/22,2899474,496962,478547,519038,0,0,0,0,0,0
Bulgaria,BGR,05/27/22,2901680,497111,478547,519513,0,0,0,0,0,0
Bulgaria,BGR,06/03/22,2903788,497209,478547,519962,0,0,0,0,0,0
Bulgaria,BGR,06/10/22,2905481,497335,478547,520295,0,0,0,0,0,0
Bulgaria,BGR,06/17/22,2907071,497440,478547,520647,0,0,0,0,0,0
Bulgaria,BGR,06/24/22,2908641,497538,478547,520992,0,0,0,0,0,0
Bulgaria,BGR,07/01/22,2913421,498129,478547,521434,0,0,0,0,0,0
Bulgaria,BGR,07/08/22,2922292,499151,478547,521910,0,0,0,0,0,0
Bulgaria,BGR,07/15/22,2936802,500688,478547,522522,0,0,0,0,0,0
Bulgaria,BGR,07/22/22,2952649,502374,478547,523125,0,0,0,0,0,0
Bulgaria,BGR,07/29/22,2966822,503948,478547,523819,0,0,0,0,0,0
Bulgaria,BGR,08/05/22,2979402,504805,478547,524501,0,0,0,0,0,0
Bulgaria,BGR,08/12/22,2991031,505662,478547,525164,0,0,0,0,0,0
Bulgaria,BGR,08/19/22,2999638,506395,478547,525805,0,0,0,0,0,0
Bulgaria,BGR,08/26/22,3006991,506955,478547,526350,0,0,0,0,0,0
Bulgaria,BGR,09/02/22,3012301,507306,478547,526818,0,0,0,0,0,0
Bulgaria,BGR,09/09/22,3015953,507608,478547,527164,0,0,0,0,0,0
Bulgaria,BGR,09/16/22,3021409,507804,478547,527470,0,0,0,0,0,0
Bulgaria,BGR,09/23/22,3026695,508022,478547,527663,0,0,0,0,0,0
Bulgaria,BGR,09/30/22,3034043,508459,478547,527896,0,0,0,0,0,0
Bulgaria,BGR,10/07/22,3041017,508934,478547,528059,0,0,0,0,0,0
Bulgaria,BGR,10/14/22,3048580,509413,478547,528274,0,0,0,0,0,0
Bulgaria,BGR,10/21/22,3054711,509764,478547,528391,0,0,0,0,0,0
Bulgaria,BGR,10/28/22,3060278,510006,478547,528521,0,0,0,0,0,0
Bulgaria,BGR,11/04/22,3064695,510216,478547,528660,0,0,0,0,0,0
Bulgaria,BGR,11/11/22,3068996,510359,478547,528766,0,0,0,0,0,0
Bulgaria,BGR,11/18/22,3072972,510490,478547,528900,0,0,0,0,0,0
Bulgaria,BGR,11/25/22,3075923,510638,478547,528981,0,0,0,0,0,0
Bulgaria,BGR,12/02/22,3078123,510733,478547,529075,0,0,0,0,0,0
Bulgaria,BGR,12/09/22,3080038,510823,478547,529164,0,0,0,0,0,0
Bulgaria,BGR,12/16/22,3081552,510883,478547,529255,0,0,0,0,0,0
Bulgaria,BGR,12/23/22,3082732,510954,478547,529350,0,0,0,0,0,0
Bulgaria,BGR,12/30/22,3086268,511774,478547,529532,0,0,0,0,0,0
Bulgaria,BGR,01/06/23,3086932,511817,478547,529653,0,0,0,0,0,0
Bulgaria,BGR,01/13/23,3088091,511845,478547,529800,0,0,0,0,0,0
Bulgaria,BGR,01/20/23,3088872,511876,478547,529924,0,0,0,0,0,0
Bulgaria,BGR,01/27/23,3089394,511909,478547,530022,0,0,0,0,0,0
Bulgaria,BGR,02/03/23,3089808,511914,478547,530124,0,0,0,0,0,0
Bulgaria,BGR,02/10/23,3090202,511919,478547,530219,0,0,0,0,0,0
Bulgaria,BGR,02/17/23,3090527,511923,478547,530315,0,0,0,0,0,0
Bulgaria,BGR,02/24/23,3090829,511929,478547,530406,0,0,0,0,0,0
Canada,CAN,12/19/20,12360,0,0,0,0,0,0,0,0,0
Canada,CAN,12/26/20,46153,0,0,0,0,0,0,0,0,0
Canada,CAN,01/02/21,67350,1778,0,0,0,0,0,0,0,0
Canada,CAN,01/09/21,168861,46739,0,0,0,0,0,0,0,0
Canada,CAN,01/16/21,304252,76759,0,0,0,0,0,0,0,0
Canada,CAN,01/23/21,394843,145016,0,0,0,0,0,0,0,0
Canada,CAN,01/30/21,440208,175760,0,0,0,0,0,0,0,0
Canada,CAN,02/06/21,500380,195489,0,0,0,0,0,0,0,0
Canada,CAN,02/13/21,575145,237442,0,0,0,0,0,0,0,0
Canada,CAN,02/20/21,1126951,394662,0,0,0,0,0,0,0,0
Canada,CAN,02/27/21,1482190,437566,0,0,0,0,0,0,0,0
Canada,CAN,03/06/21,1910930,517476,0,0,0,0,0,0,0,0
Canada,CAN,03/13/21,2440027,581812,75900,0,0,0,0,0,0,0
Canada,CAN,03/20/21,2931403,788947,309989,0,0,0,0,0,0,0
Canada,CAN,03/27/21,3823835,937452,438922,0,0,0,0,0,0,0
Canada,CAN,04/03/21,4910486,1108412,485069,0,0,0,0,0,0,0
Canada,CAN,04/10/21,6032437,1395102,717052,0,0,0,0,0,0,0
Canada,CAN,04/17/21,7182871,1837142,1108149,0,0,0,0,0,0,0
Canada,CAN,04/24/21,8196653,2275546,1684437,0,0,0,0,0,0,0
Canada,CAN,05/01/21,9258143,2588182,2060977,0,0,0,0,0,0,0
Canada,CAN,05/08/21,10883178,2966045,2180942,0,0,0,0,0,0,0
Canada,CAN,05/15/21,12856273,3576990,2214939,0,0,0,0,0,0,0
Canada,CAN,05/22/21,14991375,4065077,2219361,0,0,0,0,0,0,0
Canada,CAN,05/29/21,16781130,4627756,2264750,0,0,0,0,0,0,0
Canada,CAN,06/05/21,18945479,5019209,2368969,0,0,0,0,0,0,0
Canada,CAN,06/12/21,21351774,5392212,2500235,0,0,0,0,0,0,0
Canada,CAN,06/19/21,23818450,5892721,2620750,0,0,0,0,0,0,0
Canada,CAN,06/26/21,25575834,7567387,2709503,0,0,0,0,0,0,0
Canada,CAN,07/03/21,27702396,8945514,2741580,0,0,0,0,0,0,0
Canada,CAN,07/10/21,29670161,10372585,2763608,0,0,0,0,0,0,0
Canada,CAN,07/17/21,31282434,11384432,2772858,0,0,0,0,0,0,0
Canada,CAN,07/24/21,33075248,11906209,2778864,0,0,0,0,0,0,0
Canada,CAN,07/31/21,34499349,12205417,2784244,0,0,0,0,0,0,0
Canada,CAN,08/07/21,35320450,12421740,2788899,0,0,0,0,0,0,0
Canada,CAN,08/14/21,36023261,12661548,2792702,0,0,0,0,0,0,0
Canada,CAN,08/21/21,36648817,12870327,2795267,0,0,0,0,0,0,0
Canada,CAN,08/28/21,37197478,13047665,2795267,0,0,0,0,0,0,0
Canada,CAN,09/04/21,37668256,13192599,2795267,0,0,0,0,0,0,0
Canada,CAN,09/11/21,38143708,13335606,2795267,0,0,0,0,0,0,0
Canada,CAN,09/18/21,38635276,13480076,2795267,0,0,0,0,0,0,0
Canada,CAN,09/25/21,39197999,13645000,2795596,0,0,0,0,0,0,0
Canada,CAN,10/02/21,39644090,13762311,2796380,0,0,0,0,0,0,0
Canada,CAN,10/09/21,40073574,13877343,2797075,0,0,0,0,0,0,0
Canada,CAN,10/16/21,40476212,13991472,2797856,0,0,0,0,0,0,0
Canada,CAN,10/23/21,40874856,14117012,2798729,0,0,0,0,0,0,0
Canada,CAN,10/30/21,41241914,14231859,2798729,0,0,0,0,0,0,0
Canada,CAN,11/06/21,41582874,14335040,2799417,0,0,0,0,0,0,0
Canada,CAN,11/13/21,41966248,14439822,2799540,135,0,0,0,0,0,0
Canada,CAN,11/20/21,42347360,14569536,2799540,2500,0,0,0,0,0,0
Canada,CAN,11/27/21,42890419,14703849,2799658,5184,0,0,0,0,0,0
Canada,CAN,12/04/21,43750128,14848486,2800492,6771,0,0,0,0,0,0
Canada,CAN,12/11/21,44723657,15045665,2802005,8406,0,0,0,0,0,0
Canada,CAN,12/18/21,46179737,15420590,2803207,9578,0,0,0,0,0,0
Canada,CAN,12/25/21,47705307,16075295,2804181,10785,0,0,0,0,0,0
Canada,CAN,01/01/22,48649614,16867350,2804637,11621,0,0,0,0,0,0
Canada,CAN,01/08/22,49704847,18291982,2805376,12955,0,0,0,0,0,0
Canada,CAN,01/15/22,50646492,19878625,2806441,14091,0,0,0,0,0,0
Canada,CAN,01/22/22,51587653,21071535,2807740,15300,0,0,0,0,0,0
Canada,CAN,01/30/22,52546859,21809156,2808800,16215,0,0,0,0,0,0
Canada,CAN,02/06/22,53275635,22161502,2809644,16921,0,0,0,0,0,0
Canada,CAN,02/13/22,53843325,22389238,2810401,17644,0,0,0,0,0,0
Canada,CAN,02/20/22,54288509,22525121,2811262,18082,0,0,0,0,0,0
Canada,CAN,02/27/22,54577892,22607582,2811530,18447,0,0,0,0,0,0
Canada,CAN,03/06/22,54775831,22652159,2811663,18890,0,0,0,0,0,0
Canada,CAN,03/13/22,54941595,22688789,2811871,19132,0,0,0,0,0,0
Canada,CAN,03/20/22,55108145,22719974,2812040,19489,0,0,0,0,0,0
Canada,CAN,03/27/22,55256330,22750944,2812309,19744,0,0,0,0,0,0
Canada,CAN,04/03/22,55455912,22792342,2812436,20013,0,0,0,0,0,0
Canada,CAN,04/10/22,55713839,22884164,2812492,20216,0,0,0,0,0,0
Canada,CAN,04/24/22,56399253,23197962,2812492,20587,0,0,1085,0,0,0
Canada,CAN,05/08/22,57038377,23526609,2812492,20991,0,0,5153,0,0,0
Canada,CAN,05/22/22,57488422,23758309,2812492,21455,0,0,7800,0,285,0
Canada,CAN,06/19/22,58113606,24087160,2812606,22084,0,0,12114,0,518,0
Canada,CAN,07/17/22,58721645,24380856,2812975,22408,0,0,18691,0,580,0
Canada,CAN,08/14/22,59570614,24803177,2813475,22748,0,0,21948,0,863,0
Canada,CAN,09/11/22,60249566,25160983,2813832,23041,0,0,23868,0,863,0
Canada,CAN,10/09/22,60482824,26922874,2814449,23265,0,0,25477,0,863,0
Canada,CAN,11/06/22,61922799,28269709,2815029,23414,0,0,27087,0,863,0
Canada,CAN,12/04/22,63482165,28804585,2815498,23591,0,0,28433,0,863,0
Chile,CHL,12/24/20,420,0,0,0,0,0,0,0,0,0
Chile,CHL,12/25/20,5199,0,0,0,0,0,0,0,0,0
Chile,CHL,12/26/20,8339,0,0,0,0,0,0,0,0,0
Chile,CHL,12/27/20,8648,0,0,0,0,0,0,0,0,0
Chile,CHL,01/04/21,9053,0,0,0,0,0,0,0,0,0
Chile,CHL,01/05/21,10497,0,0,0,0,0,0,0,0,0
Chile,CHL,01/06/21,10703,0,0,0,0,0,0,0,0,0
Chile,CHL,01/08/21,10704,0,0,0,0,0,0,0,0,0
Chile,CHL,01/10/21,10705,0,0,0,0,0,0,0,0,0
Chile,CHL,01/11/21,10706,0,0,0,0,0,0,0,0,0
Chile,CHL,01/13/21,11739,0,0,0,0,0,0,0,0,0
Chile,CHL,01/14/21,18656,0,0,0,0,0,0,0,0,0
Chile,CHL,01/15/21,22087,0,0,0,0,0,0,0,0,0
Chile,CHL,01/16/21,22177,0,0,0,0,0,0,0,0,0
Chile,CHL,01/18/21,33226,0,0,0,0,0,0,0,0,0
Chile,CHL,01/19/21,52593,0,0,0,0,0,0,0,0,0
Chile,CHL,01/20/21,61902,0,0,0,0,0,0,0,0,0
Chile,CHL,01/21/21,64958,0,0,0,0,0,0,0,0,0
Chile,CHL,01/22/21,65373,0,0,0,0,0,0,0,0,0
Chile,CHL,01/25/21,66793,0,0,0,0,0,0,0,0,0
Chile,CHL,01/26/21,67407,0,0,0,0,0,0,0,0,0
Chile,CHL,01/27/21,67442,0,0,0,0,0,0,0,0,0
Chile,CHL,01/29/21,67447,0,0,0,0,0,0,0,0,0
Chile,CHL,01/30/21,67448,0,0,0,0,0,0,0,0,0
Chile,CHL,01/31/21,67449,0,0,0,0,0,0,0,0,0
Chile,CHL,02/01/21,67450,0,0,0,0,0,0,0,0,0
Chile,CHL,02/02/21,67460,0,0,0,0,0,0,0,0,0
Chile,CHL,02/03/21,67463,0,0,0,0,0,0,0,0,0
Chile,CHL,02/04/21,69593,0,0,0,0,0,0,0,0,0
Chile,CHL,02/05/21,70284,0,0,0,0,0,0,0,0,0
Chile,CHL,02/06/21,70290,0,0,0,0,0,0,0,0,0
Chile,CHL,02/07/21,70293,0,0,0,0,0,0,0,0,0
Chile,CHL,02/08/21,82097,0,0,0,0,0,0,0,0,0
Chile,CHL,02/09/21,101584,0,0,0,0,0,0,0,0,0
Chile,CHL,02/10/21,110040,0,0,0,0,0,0,0,0,0
Chile,CHL,02/11/21,113116,0,0,0,0,0,0,0,0,0
Chile,CHL,02/12/21,113476,0,0,0,0,0,0,0,0,0
Chile,CHL,02/13/21,113509,0,0,0,0,0,0,0,0,0
Chile,CHL,02/14/21,113509,0,0,0,0,0,0,0,0,0
Chile,CHL,02/15/21,113513,0,0,0,0,0,0,0,0,0
Chile,CHL,02/16/21,113527,0,0,0,0,0,0,0,0,0
Chile,CHL,02/17/21,113527,0,0,0,0,0,0,0,0,0
Chile,CHL,02/18/21,113530,0,0,0,0,0,0,0,0,0
Chile,CHL,02/19/21,113533,0,0,0,0,0,0,0,0,0
Chile,CHL,02/20/21,113535,0,0,0,0,0,0,0,0,0
Chile,CHL,02/21/21,113535,0,0,0,0,0,0,0,0,0
Chile,CHL,02/22/21,125651,0,0,0,0,0,0,0,0,0
Chile,CHL,02/23/21,150496,0,0,0,0,0,0,0,0,0
Chile,CHL,02/24/21,179014,0,0,0,0,0,0,0,0,0
Chile,CHL,02/25/21,212763,0,0,0,0,0,0,0,0,0
Chile,CHL,02/26/21,242518,0,0,0,0,0,0,0,0,0
Chile,CHL,02/27/21,248844,0,0,0,0,0,0,0,0,0
Chile,CHL,02/28/21,248846,0,0,0,0,0,0,0,0,0
Chile,CHL,03/01/21,263750,0,0,0,0,0,0,0,0,0
Chile,CHL,03/02/21,294674,0,0,0,0,0,0,0,0,0
Chile,CHL,03/03/21,313250,0,0,0,0,0,0,0,0,0
Chile,CHL,03/04/21,322368,0,0,0,0,0,0,0,0,0
Chile,CHL,03/05/21,328129,0,0,0,0,0,0,0,0,0
Chile,CHL,03/06/21,328476,0,0,0,0,0,0,0,0,0
Chile,CHL,03/07/21,328592,0,0,0,0,0,0,0,0,0
Chile,CHL,03/08/21,341192,0,0,0,0,0,0,0,0,0
Chile,CHL,03/09/21,378785,0,0,0,0,0,0,0,0,0
Chile,CHL,03/10/21,420410,0,0,0,0,0,0,0,0,0
Chile,CHL,03/11/21,466161,0,0,0,0,0,0,0,0,0
Chile,CHL,03/12/21,483579,0,0,0,0,0,0,0,0,0
Chile,CHL,03/13/21,484132,0,0,0,0,0,0,0,0,0
Chile,CHL,03/14/21,484132,0,0,0,0,0,0,0,0,0
Chile,CHL,03/15/21,508069,0,0,0,0,0,0,0,0,0
Chile,CHL,03/16/21,561642,0,0,0,0,0,0,0,0,0
Chile,CHL,03/17/21,617195,0,0,0,0,0,0,0,0,0
Chile,CHL,03/18/21,666855,0,0,0,0,0,0,0,0,0
Chile,CHL,03/19/21,690042,0,0,0,0,0,0,0,0,0
Chile,CHL,03/20/21,691966,0,0,0,0,0,0,0,0,0
Chile,CHL,03/21/21,691976,0,0,0,0,0,0,0,0,0
Chile,CHL,03/22/21,728105,0,0,0,0,0,0,0,0,0
Chile,CHL,03/23/21,788056,0,0,0,0,0,0,0,0,0
Chile,CHL,03/24/21,840975,0,0,0,0,0,0,0,0,0
Chile,CHL,03/25/21,895623,0,0,0,0,0,0,0,0,0
Chile,CHL,03/26/21,934103,0,0,0,0,0,0,0,0,0
Chile,CHL,03/27/21,936139,0,0,0,0,0,0,0,0,0
Chile,CHL,03/28/21,936139,0,0,0,0,0,0,0,0,0
Chile,CHL,03/29/21,958230,0,0,0,0,0,0,0,0,0
Chile,CHL,03/30/21,1015757,0,0,0,0,0,0,0,0,0
Chile,CHL,03/31/21,1061958,0,0,0,0,0,0,0,0,0
Chile,CHL,04/01/21,1085768,0,0,0,0,0,0,0,0,0
Chile,CHL,04/02/21,1085995,0,0,0,0,0,0,0,0,0
Chile,CHL,04/03/21,1086188,0,0,0,0,0,0,0,0,0
Chile,CHL,04/04/21,1086199,0,0,0,0,0,0,0,0,0
Chile,CHL,04/05/21,1117382,0,0,0,0,0,0,0,0,0
Chile,CHL,04/06/21,1200210,0,0,0,0,0,0,0,0,0
Chile,CHL,04/07/21,1289528,0,0,0,0,0,0,0,0,0
Chile,CHL,04/08/21,1367833,0,0,0,0,0,0,0,0,0
Chile,CHL,04/09/21,1417112,0,0,0,0,0,0,0,0,0
Chile,CHL,04/10/21,1424949,0,0,0,0,0,0,0,0,0
Chile,CHL,04/11/21,1425455,0,0,0,0,0,0,0,0,0
Chile,CHL,04/12/21,1490304,0,0,0,0,0,0,0,0,0
Chile,CHL,04/13/21,1578572,0,0,0,0,0,0,0,0,0
Chile,CHL,04/14/21,1668188,0,0,0,0,0,0,0,0,0
Chile,CHL,04/15/21,1736281,0,0,0,0,0,0,0,0,0
Chile,CHL,04/16/21,1787072,0,0,0,0,0,0,0,0,0
Chile,CHL,04/17/21,1793004,0,0,0,0,0,0,0,0,0
Chile,CHL,04/18/21,1793684,0,0,0,0,0,0,0,0,0
Chile,CHL,04/19/21,1817781,0,0,0,0,0,0,0,0,0
Chile,CHL,04/20/21,1862311,0,0,0,0,0,0,0,0,0
Chile,CHL,04/21/21,1908402,0,0,0,0,0,0,0,0,0
Chile,CHL,04/22/21,1955595,0,0,0,0,0,0,0,0,0
Chile,CHL,04/23/21,1984604,0,0,0,0,0,0,0,0,0
Chile,CHL,04/24/21,1987006,0,0,0,0,0,0,0,0,0
Chile,CHL,04/25/21,1987008,0,0,0,0,0,0,0,0,0
Chile,CHL,04/26/21,2032434,0,0,0,0,0,0,0,0,0
Chile,CHL,04/27/21,2096353,0,0,0,0,0,0,0,0,0
Chile,CHL,04/28/21,2151271,0,3606,0,0,0,0,0,0,0
Chile,CHL,04/29/21,2183873,0,10151,0,0,0,0,0,0,0
Chile,CHL,04/30/21,2214952,0,23885,0,0,0,0,0,0,0
Chile,CHL,05/01/21,2216129,0,24171,0,0,0,0,0,0,0
Chile,CHL,05/02/21,2216524,0,24353,0,0,0,0,0,0,0
Chile,CHL,05/03/21,2240466,0,44453,0,0,0,0,0,0,0
Chile,CHL,05/04/21,2286663,0,61226,0,0,0,0,0,0,0
Chile,CHL,05/05/21,2335291,0,71055,0,0,0,0,0,0,0
Chile,CHL,05/06/21,2376216,0,78272,0,0,0,0,0,0,0
Chile,CHL,05/07/21,2410262,0,82419,0,0,0,0,0,0,0
Chile,CHL,05/08/21,2415999,0,83089,0,0,0,0,0,0,0
Chile,CHL,05/09/21,2416066,0,83159,0,0,0,0,0,0,0
Chile,CHL,05/10/21,2455640,0,86115,0,0,0,0,0,0,0
Chile,CHL,05/11/21,2521872,0,88098,0,0,0,0,0,0,0
Chile,CHL,05/12/21,2581404,0,89765,0,0,0,0,0,0,0
Chile,CHL,05/13/21,2629385,0,90317,0,0,0,0,0,0,0
Chile,CHL,05/14/21,2674378,0,90562,0,0,0,0,0,0,0
Chile,CHL,05/15/21,2674673,0,90602,0,0,0,0,0,0,0
Chile,CHL,05/16/21,2674756,0,90602,0,0,0,0,0,0,0
Chile,CHL,05/17/21,2728202,0,90897,0,0,0,0,0,0,0
Chile,CHL,05/18/21,2806942,0,92327,0,0,0,0,0,0,0
Chile,CHL,05/19/21,2886577,0,98845,0,0,0,0,0,0,0
Chile,CHL,05/20/21,2957648,0,105564,0,0,0,0,0,0,0
Chile,CHL,05/21/21,2964851,0,105635,0,0,0,0,0,0,0
Chile,CHL,05/22/21,2977565,0,106128,0,0,0,0,0,0,0
Chile,CHL,05/23/21,2978696,0,106148,0,0,0,0,0,0,0
Chile,CHL,05/24/21,3053019,0,118560,0,0,0,0,0,0,0
